date,Bonds,Equities,RealAssets
2014-01-31,-0.015776713992983114,0.0002522503946191697,-0.0056949038240826
2014-02-28,-0.02267336910379002,-0.030848963855285405,-0.04265883748718178
2014-03-31,-0.024509338798522004,-0.04841383571803194,-0.03123021915274609
2014-04-30,0.0010746354101887998,-0.004505767195386583,-0.015301978624867424
2014-05-31,0.03162629052341189,0.014571469882315531,-0.03002176460838068
2014-06-30,0.013723624691804798,0.037098082531894824,0.014830198473798413
2014-07-31,0.00527225981030241,0.06012997051450751,0.024018739890787903
2014-08-31,0.028161291716343326,0.00014587470912760022,0.013541167795300126
2014-09-30,0.030245197068657564,0.009604996067109486,0.025206412065885128
2014-10-31,0.002383775171254096,0.0029751538960021535,-0.011326562334928651
2014-11-30,0.007339833072955381,-0.005524596244297061,0.05503099548936675
2014-12-31,0.03844141805995264,0.011824817180741451,0.05130713302444189
2015-01-31,0.026632090668274103,0.01902246064780157,-0.028328643052277565
2015-02-28,-0.006504646516791513,-0.008314428324141058,0.01457913262967753
2015-03-31,0.028319205538483976,0.002262946030311072,0.004703787834550435
2015-04-30,0.003586883378009946,0.03866124483419919,0.02997504454406187
2015-05-31,-0.0011862593525052492,0.02506964289889451,-0.024538882391083913
2015-06-30,0.0044355753101355325,0.03000329890556739,0.014824411202724085
2015-07-31,-0.008915015732562946,-0.03966745267591195,-0.012634216160478771
2015-08-31,-0.00664133329181702,0.01629885824257804,0.02765573387602327
2015-09-30,0.029539829789911258,0.012552608914094515,0.019127884456623043
2015-10-31,0.0032690431423621057,0.034617360786600694,0.0639297842802406
2015-11-30,-0.005101849236469045,-0.003918404359951996,0.027481092077924395
2015-12-31,-0.00841208930155361,0.02853121948819981,0.04062268812513259
2016-01-31,0.03574040840227196,-0.03505199892118294,0.0245112876794052
2016-02-29,-0.009205038930002019,-0.018236025192033448,-0.015996478068738364
2016-03-31,0.012738679958161723,0.03061890380437416,-0.021391466844259042
2016-04-30,-0.0026100993757658085,-0.028115813490745885,0.017554188670650624
2016-05-31,0.0075980668337285095,0.04043864753909847,0.03177296165654508
2016-06-30,-0.008839260391724692,0.009123843223136526,-0.0062327909800749415
2016-07-31,0.00736675112802302,-0.015592508724391359,0.018152425330627164
2016-08-31,0.032669276652936535,0.009038463094842042,0.010251557533723532
2016-09-30,-0.0040202595410914746,-0.005195015599298492,0.004206003480505659
2016-10-31,0.01975384482292505,0.02914494796424849,-0.0036322121469300594
2016-11-30,0.015505841032698097,0.024991117468855163,0.009219808253749398
2016-12-31,-0.015449597051055527,-0.030021928171150056,0.02399826216612741
2017-01-31,0.02647815855637555,-0.013694208085076877,-0.005472987410473888
2017-02-28,-0.03300306381490353,0.024107953988298805,0.019659359540969236
