text_id,table_id,label
0e1d7bc683cb09435fd23029c59da9a1,c704ac1601a96e448beb812c9ab7ce45,1
fcb6f98a898687dacd4084aeb1736162,a61e826201678dcf4fa0d42004b0622b,1
835496f9fa1d5e940652bece887449bc,e54880f855cc9e95a74147d0d4b3d075,1
5e136dfe7181c825360014fa469666c8,01f33d5c7e0b2aa28d73a4344f03d226,1
c7209bab24e61b00361d8b3e547be071,a3be6709ac3bba0bf332e51ea7baaec5,1
6fa3671500a55a64020b23004c48f939,8456cdf087ede95cafd77b136b162af7,1
40d045cf58d0fe9a96a4846cd8e869f0,04a8410824e15a02ce629389d754c320,1
adb9910cb30c74200073ce99db9205f7,bb12ac417f8dd9410735e83c47a58392,1
828b74068b253b6aa4a7fdfd4da216f2,72ff2670536cd58bc3fccfdc2d6b018b,1
cbe2f37c226bb45eb6e09853b4cb35e5,bd37d666244bd008b047827c871a57be,1
e96b409758b5b76afecb4d669fccb5b0,c704ac1601a96e448beb812c9ab7ce45,1
e96b409758b5b76afecb4d669fccb5b0,a3be6709ac3bba0bf332e51ea7baaec5,1
28f96e916f417c0e8339ffa117cdfcfc,bb12ac417f8dd9410735e83c47a58392,1
28f96e916f417c0e8339ffa117cdfcfc,bd37d666244bd008b047827c871a57be,1
fd7820cbdefb1105db302c009929dbd1,72ff2670536cd58bc3fccfdc2d6b018b,1
d325c9c06339eb423e967f91a1401067,8456cdf087ede95cafd77b136b162af7,1
fb28eb56a49153e3614a0994196fa878,04a8410824e15a02ce629389d754c320,1
0e1d7bc683cb09435fd23029c59da9a1,a3be6709ac3bba0bf332e51ea7baaec5,0
0e1d7bc683cb09435fd23029c59da9a1,bb12ac417f8dd9410735e83c47a58392,0
0e1d7bc683cb09435fd23029c59da9a1,72ff2670536cd58bc3fccfdc2d6b018b,0
0e1d7bc683cb09435fd23029c59da9a1,8456cdf087ede95cafd77b136b162af7,0
0e1d7bc683cb09435fd23029c59da9a1,bd37d666244bd008b047827c871a57be,0
fcb6f98a898687dacd4084aeb1736162,72ff2670536cd58bc3fccfdc2d6b018b,0
fcb6f98a898687dacd4084aeb1736162,01f33d5c7e0b2aa28d73a4344f03d226,0
fcb6f98a898687dacd4084aeb1736162,04a8410824e15a02ce629389d754c320,0
fcb6f98a898687dacd4084aeb1736162,bb12ac417f8dd9410735e83c47a58392,0
fcb6f98a898687dacd4084aeb1736162,c704ac1601a96e448beb812c9ab7ce45,0
835496f9fa1d5e940652bece887449bc,01f33d5c7e0b2aa28d73a4344f03d226,0
835496f9fa1d5e940652bece887449bc,04a8410824e15a02ce629389d754c320,0
835496f9fa1d5e940652bece887449bc,72ff2670536cd58bc3fccfdc2d6b018b,0
835496f9fa1d5e940652bece887449bc,bd37d666244bd008b047827c871a57be,0
835496f9fa1d5e940652bece887449bc,bb12ac417f8dd9410735e83c47a58392,0
5e136dfe7181c825360014fa469666c8,bd37d666244bd008b047827c871a57be,0
5e136dfe7181c825360014fa469666c8,72ff2670536cd58bc3fccfdc2d6b018b,0
5e136dfe7181c825360014fa469666c8,04a8410824e15a02ce629389d754c320,0
5e136dfe7181c825360014fa469666c8,e54880f855cc9e95a74147d0d4b3d075,0
5e136dfe7181c825360014fa469666c8,a3be6709ac3bba0bf332e51ea7baaec5,0
c7209bab24e61b00361d8b3e547be071,8456cdf087ede95cafd77b136b162af7,0
c7209bab24e61b00361d8b3e547be071,e54880f855cc9e95a74147d0d4b3d075,0
c7209bab24e61b00361d8b3e547be071,a61e826201678dcf4fa0d42004b0622b,0
c7209bab24e61b00361d8b3e547be071,72ff2670536cd58bc3fccfdc2d6b018b,0
c7209bab24e61b00361d8b3e547be071,bd37d666244bd008b047827c871a57be,0
6fa3671500a55a64020b23004c48f939,e54880f855cc9e95a74147d0d4b3d075,0
6fa3671500a55a64020b23004c48f939,bb12ac417f8dd9410735e83c47a58392,0
6fa3671500a55a64020b23004c48f939,a61e826201678dcf4fa0d42004b0622b,0
6fa3671500a55a64020b23004c48f939,72ff2670536cd58bc3fccfdc2d6b018b,0
6fa3671500a55a64020b23004c48f939,bd37d666244bd008b047827c871a57be,0
40d045cf58d0fe9a96a4846cd8e869f0,a61e826201678dcf4fa0d42004b0622b,0
40d045cf58d0fe9a96a4846cd8e869f0,c704ac1601a96e448beb812c9ab7ce45,0
40d045cf58d0fe9a96a4846cd8e869f0,01f33d5c7e0b2aa28d73a4344f03d226,0
40d045cf58d0fe9a96a4846cd8e869f0,e54880f855cc9e95a74147d0d4b3d075,0
40d045cf58d0fe9a96a4846cd8e869f0,72ff2670536cd58bc3fccfdc2d6b018b,0
adb9910cb30c74200073ce99db9205f7,04a8410824e15a02ce629389d754c320,0
adb9910cb30c74200073ce99db9205f7,a3be6709ac3bba0bf332e51ea7baaec5,0
adb9910cb30c74200073ce99db9205f7,01f33d5c7e0b2aa28d73a4344f03d226,0
adb9910cb30c74200073ce99db9205f7,72ff2670536cd58bc3fccfdc2d6b018b,0
adb9910cb30c74200073ce99db9205f7,e54880f855cc9e95a74147d0d4b3d075,0
828b74068b253b6aa4a7fdfd4da216f2,c704ac1601a96e448beb812c9ab7ce45,0
828b74068b253b6aa4a7fdfd4da216f2,bb12ac417f8dd9410735e83c47a58392,0
828b74068b253b6aa4a7fdfd4da216f2,bd37d666244bd008b047827c871a57be,0
828b74068b253b6aa4a7fdfd4da216f2,a61e826201678dcf4fa0d42004b0622b,0
828b74068b253b6aa4a7fdfd4da216f2,e54880f855cc9e95a74147d0d4b3d075,0
cbe2f37c226bb45eb6e09853b4cb35e5,72ff2670536cd58bc3fccfdc2d6b018b,0
cbe2f37c226bb45eb6e09853b4cb35e5,bb12ac417f8dd9410735e83c47a58392,0
cbe2f37c226bb45eb6e09853b4cb35e5,e54880f855cc9e95a74147d0d4b3d075,0
cbe2f37c226bb45eb6e09853b4cb35e5,a61e826201678dcf4fa0d42004b0622b,0
cbe2f37c226bb45eb6e09853b4cb35e5,c704ac1601a96e448beb812c9ab7ce45,0
e96b409758b5b76afecb4d669fccb5b0,a61e826201678dcf4fa0d42004b0622b,0
e96b409758b5b76afecb4d669fccb5b0,bb12ac417f8dd9410735e83c47a58392,0
e96b409758b5b76afecb4d669fccb5b0,04a8410824e15a02ce629389d754c320,0
e96b409758b5b76afecb4d669fccb5b0,e54880f855cc9e95a74147d0d4b3d075,0
e96b409758b5b76afecb4d669fccb5b0,bd37d666244bd008b047827c871a57be,0
28f96e916f417c0e8339ffa117cdfcfc,a3be6709ac3bba0bf332e51ea7baaec5,0
28f96e916f417c0e8339ffa117cdfcfc,8456cdf087ede95cafd77b136b162af7,0
28f96e916f417c0e8339ffa117cdfcfc,04a8410824e15a02ce629389d754c320,0
28f96e916f417c0e8339ffa117cdfcfc,01f33d5c7e0b2aa28d73a4344f03d226,0
28f96e916f417c0e8339ffa117cdfcfc,e54880f855cc9e95a74147d0d4b3d075,0
fd7820cbdefb1105db302c009929dbd1,c704ac1601a96e448beb812c9ab7ce45,0
fd7820cbdefb1105db302c009929dbd1,04a8410824e15a02ce629389d754c320,0
fd7820cbdefb1105db302c009929dbd1,e54880f855cc9e95a74147d0d4b3d075,0
fd7820cbdefb1105db302c009929dbd1,a3be6709ac3bba0bf332e51ea7baaec5,0
fd7820cbdefb1105db302c009929dbd1,bd37d666244bd008b047827c871a57be,0
d325c9c06339eb423e967f91a1401067,c704ac1601a96e448beb812c9ab7ce45,0
d325c9c06339eb423e967f91a1401067,04a8410824e15a02ce629389d754c320,0
d325c9c06339eb423e967f91a1401067,01f33d5c7e0b2aa28d73a4344f03d226,0
d325c9c06339eb423e967f91a1401067,bd37d666244bd008b047827c871a57be,0
d325c9c06339eb423e967f91a1401067,72ff2670536cd58bc3fccfdc2d6b018b,0
fb28eb56a49153e3614a0994196fa878,72ff2670536cd58bc3fccfdc2d6b018b,0
fb28eb56a49153e3614a0994196fa878,e54880f855cc9e95a74147d0d4b3d075,0
fb28eb56a49153e3614a0994196fa878,c704ac1601a96e448beb812c9ab7ce45,0
