2024  92  0 2598  21    3    43   229  138.3  84 0    3.2    7.1  397.6
2024  92  1 2598  31    7   -58     0  133.2  77 0    4.8    4.8  502.0
2024  92  2 2598  24    4   -39     0  141.4  76 0    3.1   11.8  200.0
2024  92  3 2598  43   16    -8     0  141.9  80 0    5.7    2.7  377.8
2024  92  4 2598  21    3    31   251  139.1  88 0    4.5    4.9  379.3
2024  92  5 2598  35    9    -9     0  139.6  78 0    3.8    2.6  374.6
2024  92  6 2598  29    6    11    31  143.1  85 0    4.6    3.4  295.3
2024  92  7 2598  35    9    -5     0  145.2  79 0    3.2    2.8  255.9
2024  92  8 2598  33    8    21   449  147.3  88 0    4.9    8.0  541.0
2024  92  9 2598  24    4    -9    13  141.2  80 0    4.6    2.8  389.1
2024  92 10 2598  21    3    17   228  142.9  87 1    2.9    2.4  368.8
2024  92 11 2598  35    9     1     0  142.7  80 0    5.9    6.6  316.0
2024  92 12 2598  35    9     3   137  142.4  79 0    4.3    3.4  314.7
2024  92 13 2598  27    5    13   277  139.9  75 0    3.6    4.5  416.5
2024  92 14 2598  27    5   -21    22  140.5  78 0    5.0    2.3  427.9
2024  92 15 2598  21    3     3    73  136.9  75 0    3.1    7.2  420.2
2024  92 16 2598  27    5   -10    51  147.4  89 0    5.6    3.3  391.3
2024  92 17 2598  17    2   -11     0  143.0  78 0    3.0    4.0  376.6
2024  92 18 2598  33    8   -41    93  140.9  80 0    3.8    4.5  320.2
2024  92 19 2598  41   14   -15     0  145.3  90 0    4.7    8.8  479.9
2024  92 20 2598  21    3    -5     0  141.6  72 0    3.1    3.3  513.5
2024  92 21 2598  31    7     2     0  142.8  75 0    3.0    2.7  305.9
2024  92 22 2598  31    7   -48   159  143.5  82 0    3.3    3.8  536.9
2024  92 23 2598  27    5    44     8  143.8  86 0    4.2    8.4  325.9
2024  93  0 2598  31    7   -21     0  146.7  83 0    5.2    5.0  521.0
2024  93  1 2598  36   10    18    60  144.6  90 0    2.4    4.7  320.1
2024  93  2 2598  35    9   -19   253  138.8  69 0    2.9    7.2  329.9
2024  93  3 2598  31    7   -44     0  151.2  99 0    2.6    9.1  477.4
2024  93  4 2598  27    5    16   216  139.0  79 0    6.6    6.3  302.9
2024  93  5 2598  31    7   -34     0  141.9  93 0    3.8    5.9  286.6
2024  93  6 2598  29    6    -5     0  143.6  83 0    4.5    5.2  426.4
2024  93  7 2598  21    3    -4   363  148.2  84 0    4.5    5.4  424.2
2024  93  8 2598  24    4   -17   103  144.9  80 0    5.9   13.5  259.2
2024  93  9 2598  33    8    29     0  145.6  88 0    7.1    7.2  505.0
2024  93 10 2598  31    7    12     0  152.2  81 0    5.2    7.8  315.2
2024  93 11 2598  36   10     2   181  143.3  88 0    5.3    3.8  549.5
2024  93 12 2598  27    5   -18     0  147.5  85 0    3.9    5.3  340.6
2024  93 13 2598  33    8    23     0  144.4  83 0    3.6    9.8  331.5
2024  93 14 2598  33    8     0    79  151.9  86 0    3.5    2.0  200.0
2024  93 15 2598  27    5   -41     0  144.4  88 0    4.9    3.2  200.0
2024  93 16 2598  35    9    15   371  139.0  92 0    5.8    3.5  453.0
2024  93 17 2598  31    7    -7     0  149.3  86 0    4.6    5.8  349.5
2024  93 18 2598  43   16     0   159  146.7  86 0    6.5   14.6  200.0
2024  93 19 2598  31    7    -9     0  146.7  87 0    9.0    3.4  396.2
2024  93 20 2598  33    8    14     0  147.7  72 0    5.0    5.5  542.9
2024  93 21 2598  24    4    20    20  142.7  84 0    2.5    3.4  420.6
2024  93 22 2598 999 9999 99999 99999  145.4  80 9    4.0    4.2  200.0
2024  93 23 2598  27    5    -8   290  146.5  76 0    4.1    5.5  360.3
2024  94  0 2598  27    5    -4    12  143.2  82 0    4.8    4.9  533.8
2024  94  1 2598  31    7     6     0  145.6  76 0    2.6    3.6  200.0
2024  94  2 2598  35    9    18   158  149.8  81 0    3.8    5.1  262.5
2024  94  3 2598  21    3    20     0  144.7  86 0    5.3    1.4  609.8
2024  94  4 2598  31    7   -17   180  147.0  77 0    8.9    9.0  487.6
2024  94  5 2598  52   30   -15     0  152.7  83 0    4.4    2.8  247.2
2024  94  6 2598  27    5   -13    80  148.0  86 0    3.5    6.6  331.7
2024  94  7 2598  33    8    -6   157  143.1  85 0    3.2    3.8  534.4
2024  94  8 2598  17    2    -1    97  142.8  88 0    9.4    5.2  297.5
2024  94  9 2598  29    6   -28   286  147.0  83 0    2.8    2.5  414.4
2024  94 10 2598  33    8    -7     0  149.9  69 0    4.3    9.9  390.3
2024  94 11 2598  35    9    -8     9  147.1  90 0    2.6   11.7  564.5
2024  94 12 2598  21    3    29   232  150.1  98 0   11.5    4.5  394.2
2024  94 13 2598  43   17   -46     0  150.4  87 0    3.8    4.6  200.0
2024  94 14 2598  37   11    26     0  155.2  88 0    5.9    6.5  240.8
2024  94 15 2598  29    6   -45     0  153.1  85 0    4.3    7.5  335.9
2024  94 16 2598  35    9   -11     0  152.2  90 0   10.0    4.2  411.7
2024  94 17 2598  39   12   -10     0  147.2  86 0    5.2    2.4  610.2
2024  94 18 2598  33    8   -15   208  148.8  84 0    5.0    5.3  299.3
2024  94 19 2598  24    4   -18     0  147.8  93 0    3.5    1.8  331.3
2024  94 20 2598  31    7    11   137  154.3  83 0    4.5    8.6  320.2
2024  94 21 2598  40   13   -11   142  146.0  82 0    2.4    6.7  302.8
2024  94 22 2598  40   13    26    31  145.8  94 0    5.6    2.5  304.0
2024  94 23 2598  37   11   -36    66  143.3  92 0    4.4    2.8  403.6
2024  95  0 2598  33    8    44    14  150.9  93 0    3.4    4.3  486.2
2024  95  1 2598  29    6   -11     0  153.8  86 0    4.5    7.4  467.8
2024  95  2 2598  27    5    -9   382  153.0  85 0    5.0    2.9  311.4
2024  95  3 2598  24    4     8    59  149.6  91 0    5.3    3.7  365.3
2024  95  4 2598  40   13    -7     0  151.5  88 0    3.2    7.3  559.4
2024  95  5 2598  35    9    -9   384  149.0  85 0    5.6    2.7  296.6
2024  95  6 2598  29    6    -2   197  147.7  87 0    3.5    2.3  422.6
2024  95  7 2598  37   11     4     0  144.0  83 0    3.2    4.0  339.2
2024  95  8 2598  29    6    16   147  151.3  89 0    5.3    2.5  282.3
2024  95  9 2598  37   11    -9   147  141.9  81 0    5.5   10.4  306.2
2024  95 10 2598  17    2   -14    18  150.3  81 0    2.8    4.4  336.5
