# Pre-calibrated ISDA yield curve (USD, ACT/365F day count)
time,rate
0.09041095890410959,-0.002078655697855299
0.16712328767123288,-0.001686438401304855
0.2547945205479452,-0.0013445486228483379
0.5041095890410959,-4.237819925898475E-4
0.7534246575342466,2.5142499469348057E-5
1.0054794520547945,5.935063895780138E-4
2.0054794520547947,-3.247081037469503E-4
3.008219178082192,6.147182786549223E-4
4.013698630136987,0.0019060597240545122
5.010958904109589,0.0033125742254568815
6.008219178082192,0.0047766352312329455
7.010958904109589,0.0062374324537341225
8.01095890410959,0.007639664176639106
9.01095890410959,0.008971003650150983
10.016438356164384,0.010167545380711455
12.013698630136986,0.012196853322376243
15.021917808219179,0.01441082634734099
20.01917808219178,0.016236611610989507
30.024657534246575,0.01652439910865982
