##NAMES=Abramovite
##RRUFFID=R070037
##IDEAL CHEMISTRY=Pb_2_SnInBiS_7_
##LOCALITY=Kudryaviy Volcano, Iturup Island, Kurilian Archipelago, Russia
##OWNER=Michael Scott
##SOURCE=Michael Scott
##DESCRIPTION=Dark gray metallic twisted and distorted fibers in a radiating aggregate, co-type sample.
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R070037
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 23.284 b: 5.858 c: 6.055 alpha: 89.49 beta: 87.8 gamma: 90.12 volume: 825.2 crystal system: triclinic
##FILETYPE=Raman Processed
##RAMAN WAVELENGTH=532

150.1822, 0.0000000E+00
150.6643, 34.88086
151.1464, 97.48145
151.6286, 169.4043
152.1107, 214.5732
152.5928, 195.1348
153.0749, 168.8047
153.5570, 165.6895
154.0391, 185.9941
154.5213, 177.2041
155.0034, 148.6982
155.4855, 106.6562
155.9676, 66.84766
156.4497, 21.60156
156.9318, 0.7470700
157.4140, 2.698242
157.8961, 47.85645
158.3782, 80.33301
158.8603, 89.18555
159.3424, 83.12598
159.8245, 76.41797
160.3067, 63.75098
160.7888, 59.15137
161.2709, 63.76367
161.7530, 82.44238
162.2351, 97.41699
162.7172, 133.7021
163.1993, 170.5049
163.6815, 169.3682
164.1636, 140.0010
164.6457, 118.2510
165.1278, 110.7197
165.6099, 124.4385
166.0920, 149.7246
166.5742, 180.7783
167.0563, 220.7588
167.5384, 246.0303
168.0205, 236.2842
168.5026, 199.7578
168.9847, 168.8320
169.4669, 174.9707
169.9490, 189.4443
170.4311, 183.0684
170.9132, 132.2686
171.3953, 77.26953
171.8774, 55.32715
