##NAMES=Actinolite
##RRUFFID=R040063
##IDEAL CHEMISTRY=[box]Ca_2_(Mg_4.5-2.5_Fe^2+^_0.5-2.5_)Si_8_O_22_(OH)_2_
##LOCALITY=Harford County, Maryland, USA
##OWNER=RRUFF
##SOURCE=University of Arizona Mineral Museum
##DESCRIPTION=Mass of green acicular to bladed crystals associated with talc and chlorite
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040063
##MEASURED CHEMISTRY=(Ca_1.90_Na_0.06_Mn_0.04_)(Mg_4.35_Fe_0.65_)(Si_7.92_Al_0.08_)O_22_(OH)_2_
##DIFFRACTION SAMPLE DESCRIPTION=Powder, ~ 52% actinolite, 45% talc, 3% chlorite
##CELL PARAMETERS=a: 9.8387 b: 18.0744 c: 5.283 alpha: 90 beta: 104.708 gamma: 90 volume: 908.69 crystal system: monoclinic
##FILETYPE=Infrared RAW

3.991926e+002, 0.000000e+000
4.011211e+002, 3.742658e-001
4.030496e+002, 3.760734e-001
4.049780e+002, 3.789693e-001
4.069065e+002, 4.003279e-001
4.088350e+002, 4.038887e-001
4.107634e+002, 4.203614e-001
4.126919e+002, 4.461110e-001
4.146204e+002, 4.513454e-001
4.165488e+002, 4.433273e-001
4.184773e+002, 4.460176e-001
4.204058e+002, 4.201042e-001
4.223342e+002, 4.002304e-001
4.242627e+002, 3.894567e-001
4.261912e+002, 3.763566e-001
4.281196e+002, 3.720070e-001
4.300481e+002, 3.833788e-001
4.319766e+002, 3.957879e-001
4.339050e+002, 4.019180e-001
4.358335e+002, 4.019818e-001
4.377620e+002, 4.035814e-001
4.396904e+002, 3.993773e-001
4.416189e+002, 3.984080e-001
4.435474e+002, 4.008315e-001
4.454758e+002, 3.985068e-001
4.474043e+002, 3.891686e-001
4.493328e+002, 3.788615e-001
4.512612e+002, 3.717208e-001
4.531897e+002, 3.668889e-001
4.551182e+002, 3.572297e-001
4.570466e+002, 3.508446e-001
4.589751e+002, 3.492775e-001
4.609036e+002, 3.421676e-001
4.628320e+002, 3.251396e-001
4.647605e+002, 3.063333e-001
4.666890e+002, 2.876064e-001
4.686174e+002, 2.731120e-001
4.705459e+002, 2.583810e-001
4.724744e+002, 2.439123e-001
4.744028e+002, 2.324500e-001
