##NAMES=Quartz
##RRUFFID=R040031
##IDEAL CHEMISTRY=SiO_2_
##LOCALITY=Spruce Claim, King County, Washington, USA
##OWNER=RRUFF
##SOURCE=Bob Downs
##DESCRIPTION=Colorless hexagonal prism
##STATUS=The identification of this mineral has been confirmed by X-ray diffraction and chemical analysis
##URL=https://www.rruff.net/odr/rruff_sample/R040031
##MEASURED CHEMISTRY=Si_1.00_O_2_
##DIFFRACTION SAMPLE DESCRIPTION=Powder
##CELL PARAMETERS=a: 4.9134 b: 4.9134 c: 5.4042 alpha: 90 beta: 90 gamma: 120 volume: 112.991 crystal system: hexagonal
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

118.3865, 757.6838
120.3150, 898.6320
122.2435, 1083.630
124.1719, 1240.765
126.1004, 1300.709
128.0289, 1295.379
129.9574, 1254.596
131.8858, 1169.876
133.8143, 1044.276
135.7428, 936.1855
137.6712, 856.9640
139.5997, 795.2789
141.5282, 739.0751
143.4566, 684.5223
145.3851, 637.9644
147.3136, 599.4969
149.2420, 565.8790
151.1705, 545.7463
153.0990, 542.1205
155.0274, 549.4886
156.9559, 557.5895
158.8844, 563.5717
160.8128, 574.0883
162.7413, 590.1719
164.6698, 610.6967
166.5982, 640.4254
168.5267, 680.4523
170.4552, 729.7833
172.3836, 784.4119
174.3121, 844.8264
176.2406, 910.8583
178.1690, 981.8397
180.0975, 1056.296
182.0260, 1140.394
183.9544, 1234.268
185.8829, 1338.210
187.8114, 1458.923
189.7398, 1605.369
191.6683, 1761.152
193.5968, 1925.376
195.5252, 2100.796
197.4537, 2263.923
199.3822, 2422.476
201.3106, 2567.810
203.2391, 2671.704
205.1676, 2738.818
207.0960, 2763.451
209.0245, 2745.901
210.9530, 2679.039
212.8814, 2586.905
