##NAMES=Abramovite
##RRUFFID=R070037
##IDEAL CHEMISTRY=Pb_2_SnInBiS_7_
##LOCALITY=Kudryaviy Volcano, Iturup Island, Kurilian Archipelago, Russia
##OWNER=Michael Scott
##SOURCE=Michael Scott
##DESCRIPTION=Dark gray metallic twisted and distorted fibers in a radiating aggregate, co-type sample.
##STATUS=The identification of this mineral has been confirmed only by single crystal X-ray diffraction
##URL=https://www.rruff.net/odr/rruff_sample/R070037
##DIFFRACTION SAMPLE DESCRIPTION=Single crystal, powder profile is calculated
##CELL PARAMETERS=a: 23.284 b: 5.858 c: 6.055 alpha: 89.49 beta: 87.8 gamma: 90.12 volume: 825.2 crystal system: triclinic
##FILETYPE=Raman RAW
##RAMAN WAVELENGTH=532

110.1666, 941.1535
110.6487, 1026.833
111.1308, 1117.493
111.6129, 1213.535
112.0950, 1315.990
112.5771, 1419.911
113.0593, 1524.563
113.5414, 1630.764
114.0235, 1740.689
114.5056, 1834.234
114.9877, 1945.507
115.4698, 2094.806
115.9520, 2309.370
116.4341, 2527.203
116.9162, 2716.219
117.3983, 2886.266
117.8804, 3073.583
118.3625, 3299.101
118.8447, 3549.116
119.3268, 3811.287
119.8089, 4095.204
120.2910, 4377.067
120.7731, 4631.451
121.2552, 4859.019
121.7374, 5095.271
122.2195, 5371.208
122.7016, 5674.847
123.1837, 5984.042
123.6658, 6282.593
124.1479, 6579.789
124.6300, 6882.633
125.1122, 7189.051
125.5943, 7509.955
126.0764, 7866.821
126.5585, 8255.468
127.0406, 8642.086
127.5227, 9001.945
128.0049, 9347.007
128.4870, 9702.220
128.9691, 10077.97
129.4512, 10465.56
129.9333, 10859.59
130.4154, 11263.24
130.8976, 11641.07
131.3797, 11951.32
131.8618, 12201.30
