# Boundary layer velocity profile data
# Edge velocity U_e = 25.3 m/s, BL thickness delta ~ 0.046 m
# Columns: y [m]    U [m/s]
1.000000e-04	4.323357
1.336000e-04	5.502774
1.786000e-04	6.711581
2.387000e-04	7.836556
3.190000e-04	8.821337
4.264000e-04	9.687643
5.698000e-04	10.479179
7.616000e-04	11.223595
1.017800e-03	11.917069
1.360300e-03	12.577147
1.818000e-03	13.203553
2.429700e-03	13.838026
3.247200e-03	14.467356
4.339800e-03	15.107101
5.800000e-03	15.742421
7.800000e-03	16.421355
1.223330e-02	17.566308
1.666670e-02	18.521312
2.110000e-02	19.357431
2.553330e-02	20.141631
2.996670e-02	20.835692
3.440000e-02	21.407600
3.883330e-02	21.886333
4.326670e-02	22.223672
4.770000e-02	25.309325
5.213330e-02	25.287151
5.656670e-02	25.301534
6.100000e-02	25.316336
