1001	0	10015	1
1001	0	10004	3
1001	0	10095	1
1001	0	10036	3
1001	0	10032	3
1001	0	10029	2
1002	0	10146	1
1003	0	10275	2
1003	0	10248	3
1003	0	10261	2
1003	0	10271	1
1003	0	10268	1
1003	0	10245	3
1004	0	10399	3
1004	0	10385	3
1004	0	10388	1
1004	0	10318	1
1004	0	10381	2
1004	0	10313	1
1005	0	10458	2
1005	0	10488	1
1005	0	10473	3
1005	0	10483	1
1005	0	10482	1
1006	0	10592	1
1006	0	10557	3
1007	0	10637	2
1007	0	10659	2
1007	0	10683	2
1008	0	10788	3
1008	0	10711	1
1008	0	10784	1
1009	0	10847	3
1009	0	10870	2
1009	0	10897	2
1009	0	10806	1
1009	0	10898	2
1010	0	10994	2
1010	0	10940	2
1010	0	10914	1
1010	0	10927	1
1010	0	10968	3
1010	0	10931	1
1011	0	11070	2
1011	0	11053	1
1011	0	11097	2
1012	0	11185	1
1013	0	11223	2
1013	0	11295	1
1014	0	11377	1
1014	0	11319	2
1014	0	11375	3
1014	0	11399	2
1015	0	11479	1
1015	0	11474	1
1015	0	11452	1
1015	0	11410	1
1015	0	11411	3
1015	0	11421	1
1016	0	11558	3
1016	0	11551	1
1016	0	11501	1
1017	0	11604	3
1017	0	11623	1
1017	0	11659	2
1017	0	11676	1
1018	0	11773	1
1018	0	11744	1
1018	0	11770	3
1018	0	11789	3
1019	0	11843	2
1019	0	11888	1
1019	0	11839	3
1020	0	11914	1
1021	0	12066	2
1021	0	12030	1
1022	0	12147	2
1022	0	12188	1
1022	0	12116	2
1022	0	12169	1
1022	0	12131	1
1022	0	12157	1
1023	0	12224	3
1023	0	12228	2
1023	0	12211	1
1024	0	12359	1
1024	0	12361	3
1025	0	12405	2
1026	0	12515	2
1026	0	12517	2
1027	0	12691	1
1027	0	12687	1
1027	0	12604	2
1027	0	12690	2
1027	0	12686	3
1027	0	12683	1
1028	0	12785	1
1028	0	12712	3
1028	0	12800	3
1028	0	12760	2
1028	0	12784	1
1028	0	12749	1
1029	0	12862	1
1029	0	12838	2
1029	0	12837	1
1029	0	12863	2
1030	0	12918	2
1030	0	12984	2
1030	0	12932	2
1031	0	13058	1
1032	0	13180	1
1032	0	13114	1
1032	0	13104	1
1033	0	13297	2
1034	0	13338	1
1034	0	13384	3
1034	0	13332	2
1034	0	13368	2
1034	0	13335	1
1035	0	13497	2
1035	0	13422	2
1035	0	13404	1
1035	0	13477	1
1035	0	13406	2
1036	0	13537	3
1036	0	13555	1
1036	0	13575	1
1037	0	13686	1
1037	0	13695	2
1037	0	13676	1
1037	0	13604	1
1038	0	13781	1
1038	0	13784	1
1038	0	13757	1
1038	0	13755	2
1038	0	13716	1
1039	0	13874	2
1040	0	13983	2
1040	0	13954	2
