1001	10095	1
1001	10004	2
1001	10032	3
1001	10029	4
1001	10015	5
1001	10092	6
1001	10044	7
1001	10036	8
1001	10076	9
1001	10094	10
1001	10003	11
1001	10027	12
1001	10064	13
1001	10021	14
1001	10087	15
1001	10008	16
1001	10057	17
1001	10022	18
1001	10026	19
1001	10037	20
1001	10009	21
1001	10080	22
1001	10089	23
1001	10058	24
1001	10096	25
1001	10093	26
1001	10023	27
1001	10068	28
1001	10067	29
1001	10016	30
1001	10014	31
1001	10031	32
1001	10041	33
1001	10074	34
1001	10075	35
1001	10061	36
1001	10045	37
1001	10011	38
1001	10055	39
1001	10012	40
1001	10051	41
1001	10065	42
1001	10090	43
1001	10035	44
1001	10040	45
1001	10017	46
1001	10047	47
1001	10006	48
1001	10098	49
1001	10034	50
1001	10066	51
1001	10073	52
1001	10002	53
1001	10083	54
1001	10088	55
1001	10046	56
1001	10001	57
1001	10071	58
1001	10072	59
1001	10038	60
1001	10084	61
1001	10078	62
1001	10100	63
1001	10079	64
1001	10050	65
1001	10019	66
1001	10043	67
1001	10024	68
1001	10010	69
1001	10085	70
1001	10005	71
1001	10086	72
1001	10081	73
1001	10060	74
1001	10052	75
1001	10056	76
1001	10049	77
1001	10053	78
1001	10062	79
1001	10099	80
1001	10039	81
1001	10042	82
1001	10069	83
1001	10082	84
1001	10007	85
1001	10097	86
1001	10013	87
1001	10063	88
1001	10033	89
1001	10048	90
1001	10077	91
1001	10070	92
1001	10028	93
1001	10054	94
1001	10059	95
1001	10030	96
1001	10025	97
1001	10091	98
1001	10020	99
1001	10018	100
1002	10146	1
1002	10106	2
1002	10189	3
1002	10166	4
1002	10171	5
1002	10188	6
1002	10126	7
1002	10191	8
1002	10138	9
1002	10179	10
1002	10153	11
1002	10117	12
1002	10136	13
1002	10174	14
1002	10110	15
1002	10119	16
1002	10168	17
1002	10196	18
1002	10141	19
1002	10118	20
1002	10187	21
1002	10144	22
1002	10175	23
1002	10163	24
1002	10135	25
1002	10103	26
1002	10122	27
1002	10178	28
1002	10185	29
1002	10120	30
1002	10165	31
1002	10108	32
1002	10133	33
1002	10143	34
1002	10177	35
1002	10186	36
1002	10112	37
1002	10150	38
1002	10123	39
1002	10116	40
1002	10184	41
1002	10193	42
1002	10107	43
1002	10192	44
1002	10169	45
1002	10111	46
1002	10131	47
1002	10125	48
1002	10176	49
1002	10190	50
1002	10130	51
1002	10180	52
1002	10182	53
1002	10147	54
1002	10170	55
1002	10161	56
1002	10129	57
1002	10124	58
1002	10109	59
1002	10200	60
1002	10142	61
1002	10139	62
1002	10134	63
1002	10149	64
1002	10195	65
1002	10137	66
