1001	10032	1
1001	10095	2
1001	10015	3
1001	10080	4
1001	10090	5
1001	10054	6
1001	10027	7
1001	10092	8
1001	10018	9
1001	10065	10
1001	10047	11
1001	10029	12
1001	10070	13
1001	10077	14
1001	10066	15
1001	10093	16
1001	10022	17
1001	10058	18
1001	10030	19
1001	10012	20
1001	10024	21
1001	10014	22
1001	10086	23
1001	10059	24
1001	10036	25
1001	10025	26
1001	10051	27
1001	10004	28
1001	10034	29
1001	10057	30
1001	10096	31
1001	10068	32
1001	10008	33
1001	10048	34
1001	10099	35
1001	10055	36
1001	10042	37
1001	10085	38
1001	10031	39
1001	10049	40
1001	10023	41
1001	10011	42
1001	10076	43
1001	10033	44
1001	10074	45
1001	10056	46
1001	10009	47
1001	10097	48
1001	10026	49
1001	10091	50
1001	10081	51
1001	10005	52
1001	10071	53
1001	10087	54
1001	10002	55
1001	10078	56
1001	10069	57
1001	10089	58
1001	10053	59
1001	10028	60
1001	10044	61
1001	10043	62
1001	10016	63
1001	10019	64
1001	10062	65
1001	10067	66
1001	10037	67
1001	10041	68
1001	10063	69
1001	10046	70
1001	10098	71
1001	10072	72
1001	10075	73
1001	10073	74
1001	10039	75
1001	10060	76
1001	10010	77
1001	10079	78
1001	10064	79
1001	10045	80
1001	10007	81
1001	10050	82
1001	10052	83
1001	10017	84
1001	10100	85
1001	10084	86
1001	10040	87
1001	10021	88
1001	10020	89
1001	10082	90
1001	10001	91
1001	10038	92
1001	10088	93
1001	10083	94
1001	10035	95
1001	10061	96
1001	10003	97
1001	10006	98
1001	10094	99
1001	10013	100
1002	10146	1
1002	10152	2
1002	10106	3
1002	10193	4
1002	10200	5
1002	10165	6
1002	10161	7
1002	10108	8
1002	10115	9
1002	10166	10
1002	10127	11
1002	10170	12
1002	10154	13
1002	10143	14
1002	10105	15
1002	10130	16
1002	10140	17
1002	10183	18
1002	10129	19
1002	10159	20
1002	10111	21
1002	10192	22
1002	10150	23
1002	10186	24
1002	10116	25
1002	10136	26
1002	10107	27
1002	10179	28
1002	10162	29
1002	10194	30
1002	10119	31
1002	10122	32
1002	10174	33
1002	10160	34
1002	10101	35
1002	10139	36
1002	10190	37
1002	10118	38
1002	10102	39
1002	10172	40
1002	10177	41
1002	10197	42
1002	10168	43
1002	10132	44
1002	10195	45
1002	10167	46
1002	10198	47
1002	10187	48
1002	10148	49
1002	10145	50
1002	10181	51
1002	10104	52
1002	10175	53
1002	10158	54
1002	10191	55
1002	10138	56
1002	10171	57
1002	10125	58
1002	10189	59
1002	10151	60
1002	10157	61
1002	10164	62
1002	10113	63
1002	10117	64
1002	10182	65
1002	10133	66
1002	10123	67
1002	10178	68
1002	10103	69
1002	10137	70
1002	10128	71
1002	10149	72
1002	10141	73
1002	10173	74
1002	10188	75
1002	10184	76
1002	10196	77
1002	10134	78
1002	10144	79
1002	10120	80
1002	10109	81
1002	10131	82
1002	10185	83
1002	10126	84
1002	10163	85
1002	10176	86
1002	10155	87
