5000000.0	512.1	384.0	3500.0
5000002.0	512.0	383.9	3510.0
5000004.0	511.9	384.1	3490.0
5000006.0	512.1	384.0	3505.0
5000008.0	512.0	384.1	3495.0
5000010.0	512.1	383.9	3500.0
5000012.0	511.9	384.0	3510.0
5000014.0	512.0	384.1	3500.0
5000016.0	512.1	384.0	3505.0
5000018.0	512.0	383.9	3495.0
5000020.0	511.9	384.1	3500.0
5000022.0	512.0	384.0	3510.0
5000024.0	512.1	383.9	3490.0
5000026.0	512.0	384.1	3505.0
5000028.0	511.9	384.0	3495.0
5000030.0	512.0	384.0	3500.0
5000032.0	584.0	438.0	3500.0
5000034.0	656.0	492.0	3500.0
5000036.0	728.0	546.0	3500.0
5000038.0	800.0	600.0	3500.0
5000040.0	800.1	600.0	3500.0
5000042.0	800.0	599.9	3510.0
5000044.0	799.9	600.1	3490.0
5000046.0	800.1	600.0	3505.0
5000048.0	800.0	600.1	3495.0
5000050.0	800.1	599.9	3500.0
5000052.0	799.9	600.0	3510.0
5000054.0	800.0	600.1	3500.0
5000056.0	800.1	600.0	3505.0
5000058.0	800.0	599.9	3495.0
5000060.0	n/a	n/a	0.0
5000062.0	n/a	n/a	0.0
5000064.0	n/a	n/a	0.0
5000066.0	n/a	n/a	0.0
5000068.0	n/a	n/a	0.0
5000070.0	800.1	600.0	3500.0
5000072.0	800.0	599.9	3510.0
5000074.0	799.9	600.1	3490.0
5000076.0	800.1	600.0	3505.0
5000078.0	800.0	600.1	3495.0
5000080.0	800.1	599.9	3500.0
5000082.0	799.9	600.0	3510.0
5000084.0	800.0	600.1	3500.0
5000086.0	800.1	600.0	3505.0
5000088.0	800.0	599.9	3495.0
5000090.0	800.0	600.0	3500.0
5000092.0	675.0	500.0	3500.0
5000094.0	550.0	400.0	3500.0
5000096.0	425.0	300.0	3500.0
5000098.0	300.0	200.0	3500.0
5000100.0	300.1	200.0	3500.0
5000102.0	300.0	199.9	3510.0
5000104.0	299.9	200.1	3490.0
5000106.0	300.1	200.0	3505.0
5000108.0	300.0	200.1	3495.0
5000110.0	300.1	199.9	3500.0
5000112.0	299.9	200.0	3510.0
5000114.0	300.0	200.1	3500.0
5000116.0	300.1	200.0	3505.0
5000118.0	300.0	199.9	3495.0
