         128            1           0.011                 2048                  512
         128            2           0.021                 4096                 1024
         128            4           0.043                 8192                 2048
         128            8           0.084                16384                 4096
         128           16           0.169                32768                 8192
         128           32           0.334                65536                16384
         128           64           0.687               131072                32768
         128          128           1.349               262144                65536
         128          256           2.725               524288               131072
         128          512           5.302              1048576               262144
         128         1024          10.777              2097152               524288
         181            1           0.016                 2896                  724
         181            2           0.032                 5792                 1448
         181            4           0.060                11584                 2896
         181            8           0.122                23168                 5792
         181           16           0.237                46336                11584
         181           32           0.481                92672                23168
         181           64           0.979               185344                46336
         181          128           1.868               370688                92672
         181          256           3.702               741376               185344
         181          512           7.785              1482752               370688
         181         1024          15.150              2965504               741376
         256            1           0.022                 4096                 1024
         256            2           0.043                 8192                 2048
         256            4           0.085                16384                 4096
         256            8           0.173                32768                 8192
         256           16           0.345                65536                16384
         256           32           0.675               131072                32768
         256           64           1.336               262144                65536
         256          128           2.685               524288               131072
         256          256           5.356              1048576               262144
         256          512          10.837              2097152               524288
         256         1024          21.526              4194304              1048576
         362            1           0.031                 5792                 1448
         362            2           0.061                11584                 2896
         362            4           0.121                23168                 5792
         362            8           0.238                46336                11584
         362           16           0.493                92672                23168
         362           32           0.970               185344                46336
         362           64           1.902               370688                92672
         362          128           3.820               741376               185344
         362          256           7.562              1482752               370688
         362          512          15.462              2965504               741376
         362         1024          30.149              5931008              1482752
         512            1           0.045                 8192                 2048
         512            2           0.089                16384                 4096
         512            4           0.174                32768                 8192
         512            8           0.349                65536                16384
         512           16           0.688               131072                32768
         512           32           1.343               262144                65536
         512           64           2.697               524288               131072
         512          128           5.338              1048576               262144
         512          256          10.909              2097152               524288
         512          512          21.051              4194304              1048576
         512         1024          42.798              8388608              2097152
         724            1           0.063                11584                 2896
         724            2           0.127                23168                 5792
         724            4           0.250                46336                11584
         724            8           0.481                92672                23168
         724           16           0.971               185344                46336
         724           32           1.909               370688                92672
         724           64           3.898               741376               185344
         724          128           7.609              1482752               370688
         724          256          14.945              2965504               741376
         724          512          30.336              5931008              1482752
         724         1024          60.582             11862016              2965504
        1024            1           0.089                16384                 4096
        1024            2           0.174                32768                 8192
        1024            4           0.343                65536                16384
        1024            8           0.687               131072                32768
        1024           16           1.407               262144                65536
        1024           32           2.685               524288               131072
        1024           64           5.350              1048576               262144
        1024          128          10.903              2097152               524288
        1024          256          21.755              4194304              1048576
        1024          512          43.088              8388608              2097152
        1024         1024          85.996             16777216              4194304
        1448            1           0.127                23168                 5792
        1448            2           0.244                46336                11584
        1448            4           0.489                92672                23168
        1448            8           0.984               185344                46336
        1448           16           1.929               370688                92672
        1448           32           3.718               741376               185344
        1448           64           7.600              1482752               370688
        1448          128          15.483              2965504               741376
        1448          256          30.520              5931008              1482752
        1448          512          61.500             11862016              2965504
        1448         1024         119.646             23724032              5931008
        2048            1           0.181                32768                 8192
        2048            2           0.358                65536                16384
        2048            4           0.695               131072                32768
        2048            8           1.390               262144                65536
        2048           16           2.701               524288               131072
        2048           32           5.185              1048576               262144
        2048           64          10.588              2097152               524288
        2048          128          21.899              4194304              1048576
        2048          256          43.996              8388608              2097152
        2048          512          85.842             16777216              4194304
        2048         1024         172.483             33554432              8388608
        2896            1           0.251                46336                11584
        2896            2           0.492                92672                23168
        2896            4           0.962               185344                46336
        2896            8           1.941               370688                92672
        2896           16           3.833               741376               185344
        2896           32           7.765              1482752               370688
        2896           64          15.447              2965504               741376
        2896          128          30.673              5931008              1482752
        2896          256          62.902             11862016              2965504
        2896          512         123.858             23724032              5931008
        2896         1024         240.137             47448064             11862016
        4096            1           0.364                65536                16384
        4096            2           0.744               131072                32768
        4096            4           1.440               262144                65536
        4096            8           2.833               524288               131072
        4096           16           5.407              1048576               262144
        4096           32          10.905              2097152               524288
        4096           64          21.832              4194304              1048576
        4096          128          44.507              8388608              2097152
        4096          256          90.974             16777216              4194304
        4096          512         173.029             33554432              8388608
        4096         1024         344.203             67108864             16777216
        5793            1           1.071                92688                23172
        5793            2           2.142               185376                46344
        5793            4           4.187               370752                92688
        5793            8           8.642               741504               185376
        5793           16          16.221              1483008               370752
        5793           32          32.559              2966016               741504
        5793           64          64.639              5932032              1483008
        5793          128         133.589             11864064              2966016
        5793          256         259.086             23728128              5932032
        5793          512         521.709             47456256             11864064
        5793         1024        1042.699             94912512             23728128
        8192            1           1.828               131072                32768
        8192            2           3.418               262144                65536
        8192            4           6.885               524288               131072
        8192            8          14.007              1048576               262144
        8192           16          27.079              2097152               524288
        8192           32          52.425              4194304              1048576
        8192           64         106.043              8388608              2097152
        8192          128         217.229             16777216              4194304
        8192          256         428.930             33554432              8388608
        8192          512         875.462             67108864             16777216
        8192         1024        1721.842            134217728             33554432
       11585            1           2.544               185360                46340
       11585            2           4.995               370720                92680
       11585            4           9.633               741440               185360
       11585            8          19.153              1482880               370720
       11585           16          38.886              2965760               741440
       11585           32          74.206              5931520              1482880
       11585           64         150.442             11863040              2965760
       11585          128         311.054             23726080              5931520
       11585          256         604.452             47452160             11863040
       11585          512        1203.833             94904320             23726080
       11585         1024        2438.039            189808640             47452160
       16384            1           3.605               262144                65536
       16384            2           7.045               524288               131072
       16384            4          13.862              1048576               262144
       16384            8          27.465              2097152               524288
       16384           16          54.025              4194304              1048576
       16384           32         108.646              8388608              2097152
       16384           64         215.242             16777216              4194304
       16384          128         430.966             33554432              8388608
       16384          256         832.700             67108864             16777216
