         128            1           0.170                 2048                 8192
         128            2           0.333                 4096                16384
         128            4           0.656                 8192                32768
         128            8           1.297                16384                65536
         128           16           2.578                32768               131072
         128           32           5.139                65536               262144
         128           64          10.259               131072               524288
         128          128          20.499               262144              1048576
         128          256          40.979               524288              2097152
         128          512          81.939              1048576              4194304
         128         1024         163.859              2097152              8388608
         181            1           0.241                 2896                11584
         181            2           0.471                 5792                23168
         181            4           0.927                11584                46336
         181            8           1.834                23168                92672
         181           16           3.646                46336               185344
         181           32           7.266                92672               370688
         181           64          14.507               185344               741376
         181          128          28.987               370688              1482752
         181          256          57.947               741376              2965504
         181          512         115.867              1482752              5931008
         181         1024         231.707              2965504             11862016
         256            1           0.340                 4096                16384
         256            2           0.667                 8192                32768
         256            4           1.311                16384                65536
         256            8           2.595                32768               131072
         256           16           5.156                65536               262144
         256           32          10.277               131072               524288
         256           64          20.518               262144              1048576
         256          128          40.998               524288              2097152
         256          256          81.958              1048576              4194304
         256          512         163.878              2097152              8388608
         256         1024         327.718              4194304             16777216
         362            1           0.481                 5792                23168
         362            2           0.943                11584                46336
         362            4           1.855                23168                92672
         362            8           3.669                46336               185344
         362           16           7.291                92672               370688
         362           32          14.533               185344               741376
         362           64          29.014               370688              1482752
         362          128          57.974               741376              2965504
         362          256         115.894              1482752              5931008
         362          512         231.734              2965504             11862016
         362         1024         463.414              5931008             23724032
         512            1           0.681                 8192                32768
         512            2           1.333                16384                65536
         512            4           2.623                32768               131072
         512            8           5.189                65536               262144
         512           16          10.313               131072               524288
         512           32          20.555               262144              1048576
         512           64          41.036               524288              2097152
         512          128          81.996              1048576              4194304
         512          256         163.917              2097152              8388608
         512          512         327.757              4194304             16777216
         512         1024         655.437              8388608             33554432
         724            1           0.963                11584                46336
         724            2           1.885                23168                92672
         724            4           3.709                46336               185344
         724            8           7.338                92672               370688
         724           16          14.583               185344               741376
         724           32          29.066               370688              1482752
         724           64          58.027               741376              2965504
         724          128         115.948              1482752              5931008
         724          256         231.788              2965504             11862016
         724          512         463.468              5931008             23724032
         724         1024         926.829             11862016             47448064
        1024            1           1.362                16384                65536
        1024            2           2.667                32768               131072
        1024            4           5.246                65536               262144
        1024            8          10.378               131072               524288
        1024           16          20.626               262144              1048576
        1024           32          41.109               524288              2097152
        1024           64          82.072              1048576              4194304
        1024          128         163.993              2097152              8388608
        1024          256         327.833              4194304             16777216
        1024          512         655.513              8388608             33554432
        1024         1024        1310.873             16777216             67108864
        1448            1           1.926                23168                92672
        1448            2           3.771                46336               185344
        1448            4           7.418                92672               370688
        1448            8          14.676               185344               741376
        1448           16          29.166               370688              1482752
        1448           32          58.131               741376              2965504
        1448           64         116.054              1482752              5931008
