         128            1           0.011                 2048                  128
         128            2           0.022                 4096                  256
         128            4           0.042                 8192                  512
         128            8           0.089                16384                 1024
         128           16           0.165                32768                 2048
         128           32           0.342                65536                 4096
         128           64           0.672               131072                 8192
         128          128           1.346               262144                16384
         128          256           2.688               524288                32768
         128          512           5.513              1048576                65536
         128         1024          10.885              2097152               131072
         181            1           0.016                 2896                  181
         181            2           0.031                 5792                  362
         181            4           0.061                11584                  724
         181            8           0.121                23168                 1448
         181           16           0.238                46336                 2896
         181           32           0.485                92672                 5792
         181           64           0.972               185344                11584
         181          128           1.912               370688                23168
         181          256           3.771               741376                46336
         181          512           7.402              1482752                92672
         181         1024          15.174              2965504               185344
         256            1           0.023                 4096                  256
         256            2           0.044                 8192                  512
         256            4           0.087                16384                 1024
         256            8           0.172                32768                 2048
         256           16           0.334                65536                 4096
         256           32           0.689               131072                 8192
         256           64           1.360               262144                16384
         256          128           2.784               524288                32768
         256          256           5.470              1048576                65536
         256          512          10.987              2097152               131072
         256         1024          22.135              4194304               262144
         362            1           0.031                 5792                  362
         362            2           0.063                11584                  724
         362            4           0.121                23168                 1448
         362            8           0.236                46336                 2896
         362           16           0.465                92672                 5792
         362           32           0.935               185344                11584
         362           64           1.891               370688                23168
         362          128           3.889               741376                46336
         362          256           7.377              1482752                92672
         362          512          15.095              2965504               185344
         362         1024          30.838              5931008               370688
         512            1           0.045                 8192                  512
         512            2           0.088                16384                 1024
         512            4           0.174                32768                 2048
         512            8           0.341                65536                 4096
         512           16           0.682               131072                 8192
         512           32           1.338               262144                16384
         512           64           2.730               524288                32768
         512          128           5.357              1048576                65536
         512          256          10.792              2097152               131072
         512          512          22.067              4194304               262144
         512         1024          45.002              8388608               524288
         724            1           0.064                11584                  724
         724            2           0.124                23168                 1448
         724            4           0.248                46336                 2896
         724            8           0.482                92672                 5792
         724           16           0.972               185344                11584
         724           32           1.907               370688                23168
         724           64           3.815               741376                46336
         724          128           7.626              1482752                92672
         724          256          15.353              2965504               185344
         724          512          30.734              5931008               370688
         724         1024          62.136             11862016               741376
        1024            1           0.087                16384                 1024
        1024            2           0.179                32768                 2048
        1024            4           0.357                65536                 4096
        1024            8           0.677               131072                 8192
        1024           16           1.372               262144                16384
        1024           32           2.668               524288                32768
        1024           64           5.433              1048576                65536
        1024          128          10.744              2097152               131072
        1024          256          21.094              4194304               262144
        1024          512          44.279              8388608               524288
        1024         1024          87.043             16777216              1048576
        1448            1           0.125                23168                 1448
        1448            2           0.251                46336                 2896
        1448            4           0.483                92672                 5792
