         128            1           0.021                 2048                 1024
         128            2           0.042                 4096                 2048
         128            4           0.082                 8192                 4096
         128            8           0.162                16384                 8192
         128           16           0.322                32768                16384
         128           32           0.642                65536                32768
         128           64           1.282               131072                65536
         128          128           2.562               262144               131072
         128          256           5.122               524288               262144
         128          512          10.242              1048576               524288
         128         1024          20.482              2097152              1048576
         181            1           0.030                 2896                 1448
         181            2           0.059                 5792                 2896
         181            4           0.116                11584                 5792
         181            8           0.229                23168                11584
         181           16           0.456                46336                23168
         181           32           0.908                92672                46336
         181           64           1.813               185344                92672
         181          128           3.623               370688               185344
         181          256           7.243               741376               370688
         181          512          14.483              1482752               741376
         181         1024          28.963              2965504              1482752
         256            1           0.043                 4096                 2048
         256            2           0.083                 8192                 4096
         256            4           0.164                16384                 8192
         256            8           0.324                32768                16384
         256           16           0.645                65536                32768
         256           32           1.285               131072                65536
         256           64           2.565               262144               131072
         256          128           5.125               524288               262144
         256          256          10.245              1048576               524288
         256          512          20.485              2097152              1048576
         256         1024          40.965              4194304              2097152
         362            1           0.060                 5792                 2896
         362            2           0.118                11584                 5792
         362            4           0.232                23168                11584
         362            8           0.459                46336                23168
         362           16           0.911                92672                46336
         362           32           1.817               185344                92672
         362           64           3.627               370688               185344
         362          128           7.247               741376               370688
         362          256          14.487              1482752               741376
         362          512          28.967              2965504              1482752
         362         1024          57.927              5931008              2965504
         512            1           0.085                 8192                 4096
         512            2           0.167                16384                 8192
         512            4           0.328                32768                16384
         512            8           0.649                65536                32768
         512           16           1.289               131072                65536
         512           32           2.569               262144               131072
         512           64           5.129               524288               262144
         512          128          10.250              1048576               524288
         512          256          20.490              2097152              1048576
         512          512          40.970              4194304              2097152
         512         1024          81.930              8388608              4194304
         724            1           0.120                11584                 5792
         724            2           0.236                23168                11584
         724            4           0.464                46336                23168
         724            8           0.917                92672                46336
         724           16           1.823               185344                92672
         724           32           3.633               370688               185344
         724           64           7.253               741376               370688
         724          128          14.493              1482752               741376
         724          256          28.974              2965504              1482752
         724          512          57.934              5931008              2965504
         724         1024         115.854             11862016              5931008
        1024            1           0.170                16384                 8192
        1024            2           0.333                32768                16384
        1024            4           0.656                65536                32768
        1024            8           1.297               131072                65536
        1024           16           2.578               262144               131072
        1024           32           5.139               524288               262144
        1024           64          10.259              1048576               524288
        1024          128          20.499              2097152              1048576
        1024          256          40.979              4194304              2097152
        1024          512          81.939              8388608              4194304
        1024         1024         163.859             16777216              8388608
        1448            1           0.241                23168                11584
        1448            2           0.471                46336                23168
        1448            4           0.927                92672                46336
        1448            8           1.834               185344                92672
        1448           16           3.646               370688               185344
        1448           32           7.266               741376               370688
        1448           64          14.507              1482752               741376
        1448          128          28.987              2965504              1482752
        1448          256          57.947              5931008              2965504
        1448          512         115.867             11862016              5931008
        1448         1024         231.707             23724032             11862016
        2048            1           0.340                32768                16384
        2048            2           0.667                65536                32768
        2048            4           1.311               131072                65536
        2048            8           2.595               262144               131072
        2048           16           5.156               524288               262144
        2048           32          10.277              1048576               524288
        2048           64          20.518              2097152              1048576
        2048          128          40.998              4194304              2097152
        2048          256          81.958              8388608              4194304
        2048          512         163.878             16777216              8388608
        2048         1024         327.718             33554432             16777216
        2896            1           0.481                46336                23168
        2896            2           0.943                92672                46336
        2896            4           1.855               185344                92672
        2896            8           3.669               370688               185344
        2896           16           7.291               741376               370688
        2896           32          14.533              1482752               741376
        2896           64          29.014              2965504              1482752
        2896          128          57.974              5931008              2965504
        2896          256         115.894             11862016              5931008
        2896          512         231.734             23724032             11862016
        2896         1024         463.414             47448064             23724032
        4096            1           0.681                65536                32768
        4096            2           1.333               131072                65536
        4096            4           2.623               262144               131072
        4096            8           5.189               524288               262144
        4096           16          10.313              1048576               524288
        4096           32          20.555              2097152              1048576
        4096           64          41.036              4194304              2097152
        4096          128          81.996              8388608              4194304
        4096          256         163.917             16777216              8388608
        4096          512         327.757             33554432             16777216
        4096         1024         655.437             67108864             33554432
        5793            1           1.043                92688                46344
        5793            2           2.100               185376                92688
        5793            4           4.215               370752               185376
        5793            8           8.381               741504               370752
        5793           16          16.459              1483008               741504
        5793           32          32.933              2966016              1483008
        5793           64          64.453              5932032              2966016
        5793          128         129.720             11864064              5932032
        5793          256         257.335             23728128             11864064
        5793          512         514.861             47456256             23728128
        5793         1024        1048.396             94912512             47456256
        8192            1           1.803               131072                65536
        8192            2           3.552               262144               131072
        8192            4           6.946               524288               262144
        8192            8          13.453              1048576               524288
        8192           16          27.288              2097152              1048576
        8192           32          53.012              4194304              2097152
        8192           64         108.133              8388608              4194304
        8192          128         214.551             16777216              8388608
        8192          256         433.458             33554432             16777216
        8192          512         859.808             67108864             33554432
        8192         1024        1747.429            134217728             67108864
       11585            1           2.577               185360                92680
       11585            2           4.976               370720               185360
       11585            4           9.506               741440               370720
       11585            8          18.781              1482880               741440
       11585           16          38.754              2965760              1482880
       11585           32          76.750              5931520              2965760
       11585           64         153.225             11863040              5931520
       11585          128         313.203             23726080             11863040
       11585          256         615.226             47452160             23726080
       11585          512        1215.213             94904320             47452160
       11585         1024        2372.613            189808640             94904320
       16384            1           3.607               262144               131072
       16384            2           6.995               524288               262144
       16384            4          13.926              1048576               524288
       16384            8          27.674              2097152              1048576
       16384           16          54.448              4194304              2097152
       16384           32         106.904              8388608              4194304
       16384           64         211.589             16777216              8388608
       16384          128         430.519             33554432             16777216
       16384          256         857.438             67108864             33554432
       16384          512        1739.999            134217728             67108864
       16384         1024        3561.139            268435456            134217728
       23170            1           5.057               370720               185360
       23170            2           9.974               741440               370720
       23170            4          19.817              1482880               741440
       23170            8          38.814              2965760              1482880
       23170           16          75.404              5931520              2965760
       23170           32         150.098             11863040              5931520
       23170           64         312.232             23726080             11863040
       23170          128         612.723             47452160             23726080
       23170          256        1190.068             94904320             47452160
       23170          512        2449.546            189808640             94904320
       32768            1           7.221               524288               262144
       32768            2          14.457              1048576               524288
       32768            4          28.052              2097152              1048576
       32768            8          56.542              4194304              2097152
       32768           16         112.825              8388608              4194304
       32768           32         221.443             16777216              8388608
       32768           64         441.921             33554432             16777216
       32768          128         875.103             67108864             33554432
       32768          256        1756.246            134217728             67108864
       32768          512        3544.662            268435456            134217728
       46341            1          18.645               741456               370728
       46341            2          35.446              1482912               741456
       46341            4          70.712              2965824              1482912
       46341            8         139.527              5931648              2965824
       46341           16         272.792             11863296              5931648
       46341           32         540.188             23726592             11863296
       46341           64        1106.803             47453184             23726592
       46341          128        2223.072             94906368             47453184
       46341          256        4353.307            189812736             94906368
       65536            1          29.049              1048576               524288
       65536            2          56.744              2097152              1048576
       65536            4         111.781              4194304              2097152
       65536            8         223.818              8388608              4194304
       65536           16         428.887             16777216              8388608
       65536           32         898.656             33554432             16777216
       65536           64        1767.206             67108864             33554432
       65536          128        3432.286            134217728             67108864
       65536          256        6862.321            268435456            134217728
       92682            1          39.405              1482912               741456
       92682            2          81.050              2965824              1482912
       92682            4         157.713              5931648              2965824
       92682            8         310.357             11863296              5931648
       92682           16         628.599             23726592             11863296
       92682           32        1212.467             47453184             23726592
       92682           64        2497.154             94906368             47453184
       92682          128        4934.395            189812736             94906368
      131072            1          59.011              2097152              1048576
      131072            2         111.891              4194304              2097152
      131072            4         223.290              8388608              4194304
      131072            8         439.031             16777216              8388608
      131072           16         893.468             33554432             16777216
      131072           32        1721.918             67108864             33554432
      131072           64        3505.081            134217728             67108864
      131072          128        7099.762            268435456            134217728
      185364            1          80.510              2965824              1482912
      185364            2         158.754              5931648              2965824
      185364            4         311.122             11863296              5931648
