"chart","age","age_units","gender","measure","measure_units","L","M","S"
"fenton_2013","23.5","weeks","f","head_circ","cm","1","20.8774277272727","0.0566470011718738"
"fenton_2013","23.5714285714286","weeks","f","head_circ","cm","1","20.9436697952075","0.0566334504599017"
"fenton_2013","23.7142857142857","weeks","f","head_circ","cm","1","21.076156789449","0.0566062186779487"
"fenton_2013","23.8571428571429","weeks","f","head_circ","cm","1","21.2086523588068","0.0565785958219695"
"fenton_2013","24","weeks","f","head_circ","cm","1","21.3411622200249","0.0565503211759464"
"fenton_2013","24.1428571428571","weeks","f","head_circ","cm","1","21.4736920898474","0.056521134023862"
"fenton_2013","24.2857142857143","weeks","f","head_circ","cm","1","21.6062476850186","0.0564907736496988"
"fenton_2013","24.4285714285714","weeks","f","head_circ","cm","1","21.7388347222825","0.0564589793374392"
"fenton_2013","24.5714285714286","weeks","f","head_circ","cm","1","21.8714587988075","0.0564254958244011"
"fenton_2013","24.7142857142857","weeks","f","head_circ","cm","1","22.0041227615188","0.0563901932746184"
"fenton_2013","24.8571428571429","weeks","f","head_circ","cm","1","22.1368267070985","0.0563530672788405"
"fenton_2013","25","weeks","f","head_circ","cm","1","22.2695706126526","0.0563141188811524"
"fenton_2013","25.1428571428571","weeks","f","head_circ","cm","1","22.4023544552877","0.0562733491256391"
"fenton_2013","25.2857142857143","weeks","f","head_circ","cm","1","22.5351782121098","0.0562307590563856"
"fenton_2013","25.4285714285714","weeks","f","head_circ","cm","1","22.6680418602252","0.0561863497174768"
"fenton_2013","25.5714285714286","weeks","f","head_circ","cm","1","22.8009454087805","0.056140120691781"
"fenton_2013","25.7142857142857","weeks","f","head_circ","cm","1","22.9338896038475","0.0560920379541791"
"fenton_2013","25.8571428571429","weeks","f","head_circ","cm","1","23.0668759284236","0.0560420338715648"
"fenton_2013","26","weeks","f","head_circ","cm","1","23.1999058975463","0.0559900393496151"
"fenton_2013","26.1428571428571","weeks","f","head_circ","cm","1","23.3329810262534","0.0559359852940068"
"fenton_2013","26.2857142857143","weeks","f","head_circ","cm","1","23.4661028295823","0.0558798026104168"
"fenton_2013","26.4285714285714","weeks","f","head_circ","cm","1","23.5992728225706","0.0558214222045222"
"fenton_2013","26.5714285714286","weeks","f","head_circ","cm","1","23.7324925116709","0.0557607753735315"
"fenton_2013","26.7142857142857","weeks","f","head_circ","cm","1","23.8657632058768","0.0556978024198868"
"fenton_2013","26.8571428571429","weeks","f","head_circ","cm","1","23.9990860167238","0.0556324526512627"
"fenton_2013","27","weeks","f","head_circ","cm","1","24.1324620471619","0.0555646757668661"
"fenton_2013","27.1428571428571","weeks","f","head_circ","cm","1","24.2658924001414","0.0554944214659036"
"fenton_2013","27.2857142857143","weeks","f","head_circ","cm","1","24.3993781786122","0.055421639447582"
"fenton_2013","27.4285714285714","weeks","f","head_circ","cm","1","24.5329204855245","0.0553462794111079"
"fenton_2013","27.5714285714286","weeks","f","head_circ","cm","1","24.6665204261289","0.0552682909507774"
"fenton_2013","27.7142857142857","weeks","f","head_circ","cm","1","24.8001791585847","0.0551876212479417"
"fenton_2013","27.8571428571429","weeks","f","head_circ","cm","1","24.9338978939602","0.055104215071007"
"fenton_2013","28","weeks","f","head_circ","cm","1","25.067677845624","0.0550180170834689"
"fenton_2013","28.1428571428571","weeks","f","head_circ","cm","1","25.2015202269447","0.0549289719488229"
"fenton_2013","28.2857142857143","weeks","f","head_circ","cm","1","25.335426251291","0.0548370243305647"
"fenton_2013","28.4285714285714","weeks","f","head_circ","cm","1","25.4693971320315","0.0547421188921898"
"fenton_2013","28.5714285714286","weeks","f","head_circ","cm","1","25.6034340819184","0.0546442003253045"
"fenton_2013","28.7142857142857","weeks","f","head_circ","cm","1","25.7375382995271","0.0545432139680618"
"fenton_2013","28.8571428571429","weeks","f","head_circ","cm","1","25.8717109692561","0.0544391058051612"
"fenton_2013","29","weeks","f","head_circ","cm","1","26.0059532748874","0.0543318218494131"
"fenton_2013","29.1428571428571","weeks","f","head_circ","cm","1","26.1402664002032","0.0542213081136278"
"fenton_2013","29.2857142857143","weeks","f","head_circ","cm","1","26.2746515289854","0.0541075106106156"
"fenton_2013","29.4285714285714","weeks","f","head_circ","cm","1","26.4091098450163","0.0539903753531867"
"fenton_2013","29.5714285714286","weeks","f","head_circ","cm","1","26.5436425322429","0.0538698483466194"
"fenton_2013","29.7142857142857","weeks","f","head_circ","cm","1","26.6782507784114","0.0537458754229499"
"fenton_2013","29.8571428571429","weeks","f","head_circ","cm","1","26.8129357750662","0.053618402240973"
"fenton_2013","30","weeks","f","head_circ","cm","1","26.9476987139171","0.0534873744519514"
"fenton_2013","30.1428571428571","weeks","f","head_circ","cm","1","27.082540786674","0.0533527377071474"
"fenton_2013","30.2857142857143","weeks","f","head_circ","cm","1","27.2174631850466","0.0532144376578236"
"fenton_2013","30.4285714285714","weeks","f","head_circ","cm","1","27.3524671007446","0.0530724199552425"
"fenton_2013","30.5714285714286","weeks","f","head_circ","cm","1","27.487552741303","0.0529266333924117"
"fenton_2013","30.7142857142857","weeks","f","head_circ","cm","1","27.6226976782333","0.0527770990224755"
"fenton_2013","30.8571428571429","weeks","f","head_circ","cm","1","27.7578568470243","0.0526239101587146"
"fenton_2013","31","weeks","f","head_circ","cm","1","27.8929841989894","0.052467163256155"
"fenton_2013","31.1428571428571","weeks","f","head_circ","cm","1","28.0280336854424","0.0523069547698226"
"fenton_2013","31.2857142857143","weeks","f","head_circ","cm","1","28.1629592576967","0.0521433811547433"
"fenton_2013","31.4285714285714","weeks","f","head_circ","cm","1","28.2977148670662","0.051976538865943"
"fenton_2013","31.5714285714286","weeks","f","head_circ","cm","1","28.4322544648761","0.0518065243579068"
"fenton_2013","31.7142857142857","weeks","f","head_circ","cm","1","28.5665320027248","0.0516334340726817"
"fenton_2013","31.8571428571429","weeks","f","head_circ","cm","1","28.7005014324832","0.0514573644398764"
"fenton_2013","32","weeks","f","head_circ","cm","1","28.8341167060342","0.0512784118885588"
"fenton_2013","32.1428571428571","weeks","f","head_circ","cm","1","28.9673317752604","0.0510966728477969"
"fenton_2013","32.2857142857143","weeks","f","head_circ","cm","1","29.1001005920447","0.0509122437466587"
"fenton_2013","32.4285714285714","weeks","f","head_circ","cm","1","29.23237710827","0.050725221014212"
"fenton_2013","32.5714285714286","weeks","f","head_circ","cm","1","29.3641152758158","0.0505357010796698"
"fenton_2013","32.7142857142857","weeks","f","head_circ","cm","1","29.4952690464887","0.0503437803755777"
"fenton_2013","32.8571428571429","weeks","f","head_circ","cm","1","29.6257923720222","0.0501495553378141"
"fenton_2013","33","weeks","f","head_circ","cm","1","29.7556392041466","0.0499531224024025"
"fenton_2013","33.1428571428571","weeks","f","head_circ","cm","1","29.8847634945921","0.0497545780053662"
"fenton_2013","33.2857142857143","weeks","f","head_circ","cm","1","30.013119195089","0.0495540185827285"
"fenton_2013","33.4285714285714","weeks","f","head_circ","cm","1","30.1406602573677","0.0493515405705128"
"fenton_2013","33.5714285714286","weeks","f","head_circ","cm","1","30.2673406331593","0.0491472404047037"
"fenton_2013","33.7142857142857","weeks","f","head_circ","cm","1","30.3931142742145","0.0489412145203926"
"fenton_2013","33.8571428571429","weeks","f","head_circ","cm","1","30.5179351323036","0.0487335593517782"
"fenton_2013","34","weeks","f","head_circ","cm","1","30.6417571591978","0.0485243713330199"
"fenton_2013","34.1428571428571","weeks","f","head_circ","cm","1","30.7645343066682","0.0483137468982775"
"fenton_2013","34.2857142857143","weeks","f","head_circ","cm","1","30.8862205264861","0.0481017824817105"
"fenton_2013","34.4285714285714","weeks","f","head_circ","cm","1","31.0067697704225","0.0478885745174788"
"fenton_2013","34.5714285714286","weeks","f","head_circ","cm","1","31.1261359902484","0.0476742194397523"
"fenton_2013","34.7142857142857","weeks","f","head_circ","cm","1","31.2442731377295","0.0474588136829403"
"fenton_2013","34.8571428571429","weeks","f","head_circ","cm","1","31.3611351646263","0.0472424536816917"
"fenton_2013","35","weeks","f","head_circ","cm","1","31.4766760226988","0.0470252358706654"
"fenton_2013","35.1428571428571","weeks","f","head_circ","cm","1","31.5908496637073","0.0468072566845205"
"fenton_2013","35.2857142857143","weeks","f","head_circ","cm","1","31.7036100394121","0.0465886125579162"
"fenton_2013","35.4285714285714","weeks","f","head_circ","cm","1","31.8149111015732","0.0463693999255115"
"fenton_2013","35.5714285714286","weeks","f","head_circ","cm","1","31.924708266303","0.0461497152219628"
"fenton_2013","35.7142857142857","weeks","f","head_circ","cm","1","32.0329906298105","0.045929654881862"
