F20Q10000001|202003|200000.00|0|0|360|||||4.000|0.00||||||||||||||||||||200000.00
F20Q10000001|202004|199711.84|0|1|359|||||4.000|0.00|202003|||||||||||||||||||199711.84
F20Q10000001|202005|199422.72|0|2|358|||||4.000|0.00|202004|||||||||||||||||||199422.72
F20Q10000001|202006|199132.63|0|3|357|||||4.000|0.00|202005|||||||||||||||||||199132.63
F20Q10000001|202007|198841.57|0|4|356|||||4.000|0.00|202006|||||||||||||||||||198841.57
F20Q10000001|202008|198549.54|0|5|355|||||4.000|0.00|202007|||||||||||||||||||198549.54
F20Q10000001|202009|198256.54|0|6|354|||||4.000|0.00|202008|||||||||||||||||||198256.54
F20Q10000001|202010|197962.56|0|7|353|||||4.000|0.00|202009|||||||||||||||||||197962.56
F20Q10000001|202011|197667.60|0|8|352|||||4.000|0.00|202010|||||||||||||||||||197667.60
F20Q10000001|202012|197371.66|0|9|351|||||4.000|0.00|202011|||||||||||||||||||197371.66
F20Q10000001|202101|197074.73|0|10|350|||||4.000|0.00|202012|||||||||||||||||||197074.73
F20Q10000001|202102|196776.82|0|11|349|||||4.000|0.00|202101|||||||||||||||||||196776.82
F20Q10000001|202103|196477.91|0|12|348|||||4.000|0.00|202102|||||||||||||||||||196477.91
F20Q10000001|202104|196178.01|0|13|347|||||4.000|0.00|202103|||||||||||||||||||196178.01
F20Q10000001|202105|195877.11|0|14|346|||||4.000|0.00|202104|||||||||||||||||||195877.11
F20Q10000001|202106|195575.20|0|15|345|||||4.000|0.00|202105|||||||||||||||||||195575.20
F20Q10000001|202107|195272.29|0|16|344|||||4.000|0.00|202106|||||||||||||||||||195272.29
F20Q10000001|202108|194968.37|0|17|343|||||4.000|0.00|202107|||||||||||||||||||194968.37
F20Q10000002|202003|300000.00|0|0|360|||||3.500|0.00||||||||||||||||||||300000.00
F20Q10000002|202004|299527.87|0|1|359|||||3.500|0.00|202003|||||||||||||||||||299527.87
F20Q10000002|202005|299054.36|0|2|358|||||3.500|0.00|202004|||||||||||||||||||299054.36
F20Q10000002|202006|298579.47|0|3|357|||||3.500|0.00|202005|||||||||||||||||||298579.47
F20Q10000002|202007|298103.19|0|4|356|||||3.500|0.00|202006|||||||||||||||||||298103.19
F20Q10000002|202008|297625.52|0|5|355|||||3.500|0.00|202007|||||||||||||||||||297625.52
F20Q10000002|202009|297146.46|0|6|354|||||3.500|0.00|202008|||||||||||||||||||297146.46
F20Q10000002|202010|296666.00|0|7|353|||||3.500|0.00|202009|||||||||||||||||||296666.00
F20Q10000002|202011|0.00|0|8|352|||01|202011|3.500|0.00|202010||||||||||||||296666.00|||||0.00
F20Q10000003|202003|100000.00|0|0|360|||||4.500|0.00||||||||||||||||||||100000.00
F20Q10000003|202004|99868.31|0|1|359|||||4.500|0.00|202003|||||||||||||||||||99868.31
F20Q10000003|202005|99736.13|0|2|358|||||4.500|0.00|202004|||||||||||||||||||99736.13
F20Q10000003|202006|99603.46|0|3|357|||||4.500|0.00|202005|||||||||||||||||||99603.46
F20Q10000003|202007|99603.46|1|4|356|||||4.500|0.00|202006|||||||||||||||||||99603.46
F20Q10000003|202008|99603.46|2|5|355|||||4.500|0.00|202007|||||||||||||||||||99603.46
