Temperature (K),Pressure (MPa),Density (l, kg/m3),Volume (l, m3/kg),Internal Energy (l, kJ/kg),Enthalpy (l, kJ/kg),Entropy (l, J/g*K),Cv (l, J/g*K),Cp (l, J/g*K),Sound Spd. (l, m/s),Joule-Thomson (l, K/MPa),Viscosity (l, uPa*s),Therm. Cond. (l, W/m*K),Surf. Tension (l, N/m),Density (v, kg/m3),Volume (v, m3/kg),Internal Energy (v, kJ/kg),Enthalpy (v, kJ/kg),Entropy (v, J/g*K),Cv (v, J/g*K),Cp (v, J/g*K),Sound Spd. (v, m/s),Joule-Thomson (v, K/MPa),Viscosity (v, uPa*s),Therm. Cond. (v, W/m*K)
220.00000,0.59913045,1166.1398,0.00085753014,86.214389,86.728161,0.55166161,0.96982617,1.9617864,951.21439,-0.13179599,239.28658,0.17289930,0.015693216,15.817420,0.063221435,393.75999,431.63787,2.1194330,0.63893944,0.93032468,223.14686,25.084085,11.061756,0.011423582
225.00000,0.73508570,1147.6703,0.00087133038,95.966493,96.606995,0.59553396,0.96304358,1.9773695,915.16098,-0.11104270,220.21414,0.16670552,0.014532577,19.261458,0.051917150,395.07816,433.24172,2.0916883,0.65399329,0.96545122,223.48663,23.617411,11.315670,0.011899760
230.00000,0.89291012,1128.6833,0.00088598812,105.78099,106.57209,0.63872812,0.95667080,1.9969675,879.09161,-0.086994348,202.84540,0.16057522,0.013390427,23.271299,0.042971388,396.23199,434.60158,2.0649433,0.67003542,1.0053219,223.57454,22.288151,11.576149,0.012411003
235.00000,1.0746693,1109.1100,0.00090162383,115.67319,116.64213,0.68134225,0.95075571,2.0212216,842.87750,-0.059052932,186.99275,0.15450131,0.012267692,27.920660,0.035815772,397.20273,435.69284,2.0390049,0.68713385,1.0508642,223.40086,21.077152,11.844962,0.012964217
240.00000,1.2824835,1088.8692,0.00091838392,125.66043,126.83824,0.72347764,0.94535395,2.0509827,806.38147,-0.026453907,172.48770,0.14847677,0.011165410,33.295138,0.030034415,397.96844,436.48708,2.0136812,0.70534426,1.1032862,222.95776,19.969205,12.124306,0.013568359
245.00000,1.5185293,1067.8634,0.00093644934,135.76272,137.18475,0.76524141,0.94053532,2.0874041,769.43552,0.011808300,159.17769,0.14249427,0.010084763,39.495780,0.025319161,398.50282,436.95071,1.9887760,0.72481646,1.1643306,222.23564,18.950428,12.416939,0.014235255
250.00000,1.7850442,1045.9721,0.00095604842,146.00368,147.71027,0.80675008,0.93643396,2.1320485,731.78422,0.057087082,146.92289,0.13654564,0.0090271022,46.644014,0.021438978,398.77436,437.04388,1.9640845,0.74590622,1.2365646,221.21531,18.005026,12.726382,0.014980854
255.00000,2.0843349,1023.0438,0.00097747529,156.41149,158.44888,0.84813335,0.93341528,2.1870300,693.01323,0.11120894,135.59364,0.13062143,0.0079939987,54.888745,0.018218671,398.74531,436.71912,1.9393892,0.76900386,1.3234395,219.87122,17.117429,13.057205,0.015827055
260.00000,2.4187925,998.88622,0.0010011150,167.02032,169.44181,0.88953923,0.93227092,2.2553532,652.58308,0.17662770,125.06894,0.12471106,0.0069872988,64.417035,0.015523844,398.36900,435.91796,1.9144475,0.79426404,1.4294978,218.18555,16.276770,13.415486,0.016804517
265.00000,2.7909161,973.25448,0.0010274805,177.87308,180.74069,0.93114424,0.93408035,2.3416511,610.07145,0.25671633,115.23506,0.11880346,0.0060092114,75.470774,0.013250162,397.58444,434.56453,1.8889700,0.82171907,1.5614934,216.15001,15.475530,13.809526,0.017957485
270.00000,3.2033474,945.82689,0.0010572759,189.02661,192.41343,0.97317275,0.93958956,2.4534439,565.46065,0.35638718,105.98208,0.11288695,0.0050624339,88.373562,0.011315601,396.30866,432.55646,1.8625914,0.85168101,1.7306990,213.75143,14.704063,14.251059,0.019352537
275.00000,3.6589206,916.15693,0.0010915161,200.56020,204.55397,1.0159279,0.94864895,2.6033345,519.13661,0.48323964,97.197032,0.10694804,0.0041503479,103.57654,0.0096546964,394.42531,429.75108,1.8348264,0.88499932,1.9568968,210.95898,13.947460,14.757392,0.021094740
280.00000,4.1607391,883.58277,0.0011317559,212.58983,217.29877,1.0598431,0.96045809,2.8141186,471.54298,0.64958580,88.753493,0.10097183,0.0032773396,121.74305,0.0082140214,391.76381,425.94021,1.8049911,0.92316297,2.2768676,207.71798,13.184875,15.355498,0.023359521
285.00000,4.7123035,847.04638,0.0011805729,225.29958,230.86280,1.1055976,0.97477856,3.1332855,422.75498,0.87650189,80.494083,0.094951513,0.0024493707,143.92261,0.0069481787,388.05566,420.79759,1.7720355,0.96863557,2.7667898,203.93691,12.387229,16.090700,0.026463361
290.00000,5.3177280,804.66639,0.0012427510,239.02059,245.62920,1.1544037,0.99372922,3.6755881,371.94730,1.2036699,72.191155,0.088933883,0.0016751129,171.96269,0.0058152148,382.83085,413.75458,1.7341464,1.0260113,3.6141504,199.44651,11.508544,17.048013,0.031048893
295.00000,5.9821714,752.55936,0.0013287988,254.43002,262.37913,1.2087416,1.0264659,4.7938994,315.91126,1.7218074,63.446569,0.083274910,0.00096863054,209.72310,0.0047681919,375.11499,403.63913,1.6875891,1.1060444,5.4316020,193.83510,10.459269,18.417934,0.038714003
300.00000,6.7130781,679.23917,0.0014722355,273.49455,283.37779,1.2758720,1.1199343,8.6978721,245.66849,2.7258202,53.192485,0.080841439,0.00035809573,268.58366,0.0037232347,362.08612,387.08048,1.6215476,1.2476294,11.920977,185.32853,9.0092717,20.811363,0.055713133
